filename,transcription
sundanese1,"Please call Stella. Ask her to bring this thing with her from the store. Six spoons of Fresno peas. Five thick slabs of blue cheese. And maybe a snack for her brother, Bob. We also need small plastic snack and a big toy probe for the kids. She can scoop this thing into the three red bags. And we will go meet her Wednesday at the train station.
"
swedish3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.
"
swedish4,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh no peas. Five thick slabs of blue cheese. And maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.
"
swedish5,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for Brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.
"
sylheti1,"Please call Satella, ask her to bring this thing with her from the store. Six spoons of fresh snow peas, five thick slabs of blue below cheese and maybe, maybe a snack for her brother Bob. We also need small plastic snack and a big toy for the kids. She can scoop this thing into three big and we all go meet her on Independence Day at the train station.
"
tajiki3,"Please call Stella. Ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into 3 red bags and we will go meet her Wednesday at the train station.
"
tajiki1,"Please call Stella. Ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5-6 slabs of blue cheese and maybe a snack for the brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into 3 red bags and we'll go meet her Wednesday at the train station.
"
taiwanese1,"A police called Settler asked her to bring these things with her from the store, six sprigs of fresh snow peas, five staples of blue cheese, and maybe a snake for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.
"
taiwanese3,"Please call Stella, ask her to bring these things with her from the store. Six sprigs of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snack and a big towel for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.
"
tagalog4,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother, Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.
"
tamil1,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for a brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.
"
telugu2,"Please call Stell, ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother, Bob. We also need a small plastic snack and a big toy frog for the kids. She can snoop these things into three red bags, and we'll go meet her Wednesday at the train station. For more information, visit www.FEMA.gov
"
taiwanese4,"Please call Stella. Ask her to bring these things with her from store. Six spoons of fresh snow peas. Five thick slabs of blue cheese. And maybe a snake for her brother Bob. We also need a small plastic snake. And a big toy frog for the kids. She can scoop these things into three red bags. And we will go meet her Wednesday at the train station.
"
taiwanese2,"Please call Stella, ask her to bring these things with her from the store. Six pounds of fresh snow peas. Five thin slabs of blue cheese. And maybe a snake for her brother Bob. We also need a small plastic snake and a big tall frog for the kids. She can scope these things into three red bags and we will go meet her Wednesday at the train station.
"
